#Collected by Hyejin Cho and Hui-Hsien Chou
#id	name	control	treatment1	treatment2
eco:b4376	osmY	3834.800049	3448.929932	2305.965088
eco:b4458	oxyS	2334.570068	870.224976	694.229980
eco:b0400	phoR	2962.030029	3935.044922	3273.260010
eco:b3296	rpsD	3455.495117	12494.884766	2277.260010
eco:b0038	caiB	2932.235107	5518.665039	5608.125000
eco:b4111	proP	4638.785156	7451.015137	7230.859863
eco:b0909	ycaL	3461.510010	1662.430054	1608.395020
eco:b4511	ybdZ	1416.819946	4980.140137	7850.479980
eco:b0661	miaB	3112.270020	2877.695068	1818.150024
eco:b0276	yagJ	2081.260010	5659.589844	6859.799805
eco:b2048	cpsG	2812.179932	3014.139893	2793.409912
eco:b4353	yjiX	3020.179932	1154.619995	1229.900024
eco:b2546	yphD	4389.924805	6655.120117	6762.160156
eco:b0086	murF	4026.979980	2466.000000	3229.399902
eco:b3171	metY	4942.279785	865.030029	935.219971
eco:b0893	serS	3546.379883	6878.779785	2966.004883
eco:b4214	cysQ	3835.760010	3253.665039	3000.070068
eco:b0994	torT	2377.000000	6128.990234	8733.985352
eco:b1065	mdtH	2997.475098	5383.064941	5507.325195
eco:b0974	hyaC	2733.179932	14177.700195	3758.844971
eco:b4460	araH	3843.030029	10326.495117	13857.594727
eco:b4127	yjdJ	3452.709961	4694.790039	5051.759766
eco:b4597	rydC	4807.220215	2746.639893	4171.890137
eco:b3188	sfsB	4667.129883	5887.589844	4993.140137
eco:b2831	mutH	3913.705078	2640.135010	4002.635010
eco:b0011	yaaW	2819.320068	3798.959961	4450.500000
eco:b4330	yjiH	3965.179932	6336.649902	6552.979980
eco:b4432	ryeA	5108.964844	1328.609985	1595.760010
eco:b3613	envC	3264.800049	3065.889893	2650.280029
eco:b3906	rhaR	5901.819824	8148.379883	7595.740234
eco:b4673	ymjD	6183.555176	4653.299805	4110.665039
eco:b0923	mukE	1365.094971	2584.844971	1829.729980
eco:b2049	cpsB	2767.475098	2904.064941	3559.780029
eco:b4035	malK	5761.339844	3745.709961	5180.950195
eco:b2349	intS	5266.680176	2945.760010	4366.189941
eco:b1118	lolE	2482.905029	5377.850098	5460.174805
eco:b2181	yejG	4906.040039	5753.379883	5447.609863
eco:b1012	rutA	5508.015137	5934.649902	8400.745117
eco:b2324	mnmC	3243.080078	4133.580078	3687.979980
eco:b0123	cueO	5630.799805	4483.839844	5328.879883
eco:b2046	wzxC	4582.529785	5311.040039	6200.064941
eco:b3144	yraJ	3799.840088	4635.549805	5338.140137
eco:b0014	dnaK	3426.949951	10210.160156	2355.830078
eco:b0099	mutT	6987.979980	2698.445068	2756.129883
eco:b0992	yccM	3361.439941	3970.840088	4950.390137
eco:b0149	mrcB	3263.219971	2011.880005	2328.129883
eco:b4258	valS	5134.109863	3219.620117	2420.870117
eco:b4002	zraP	2366.929932	6045.379883	6230.439941
eco:b0959	sxy	5096.009766	5879.830078	6721.720215
eco:b1795	yeaQ	3038.064941	4685.240234	6961.129883
eco:b3483	yhhH	4695.689941	2532.260010	1680.800049
eco:b0972	hyaA	3423.639893	19228.570312	6259.955078
eco:b4279	yjhB	3559.899902	4210.500000	4692.009766
eco:b2961	mutY	2433.290039	4296.750000	3113.774902
eco:b1918	yecS	4573.955078	3514.935059	4631.100098
eco:b1947	fliO	1712.630005	5538.180176	10347.690430
eco:b2078	baeS	2439.955078	1574.344971	1843.454956
eco:b2664	csiR	3571.889893	5216.680176	5761.649902
eco:b4113	basR	4083.439941	5480.899902	4891.689941
eco:b3119	tdcR	876.135010	1886.734985	1773.694946
eco:b1267	yciO	3763.780029	2594.360107	1699.680054
eco:b2869	ygeV	5829.345215	4609.240234	4716.069824
eco:b2379	alaC	4018.350098	6391.939941	7356.270020
eco:b4082	mdtN	2975.090088	4721.000000	5109.259766
eco:b1314	ycjR	3454.969971	3687.350098	3982.250000
eco:b3417	malP	2928.860107	4952.180176	4328.109863
eco:b3813	uvrD	4731.069824	3749.520020	3320.050049
eco:b1391	paaD	3591.719971	7761.470215	10269.490234
eco:b3387	dam	2279.139893	2325.290039	1398.199951
eco:b3621	waaC	0.000000	0.000000	0.000000
eco:b4383	deoB	3550.889893	8786.679688	4466.850098
eco:b4189	bsmA	5424.694824	5531.384766	5730.395020
eco:b1247	oppF	3595.649902	3952.239990	5156.040039
eco:b2366	dsdA	4501.194824	5515.410156	6182.240234
eco:b1461	pptA	210.169998	2148.135010	3750.235107
eco:b2477	bamC	4526.520020	2683.729980	1707.599976
eco:b1496	yddA	3439.030029	3860.699951	3337.439941
eco:b4400	creD	4626.779785	5919.774902	6591.265137
eco:b1646	sodC	4276.549805	3397.810059	3657.169922
eco:b4435	isrC	1205.829956	1447.859985	1842.180054
eco:b4413	sokC	4098.529785	1360.694946	1247.635010
eco:b3507	dctR	3246.820068	5006.415039	3768.834961
eco:b0707	ybgA	3757.604980	5830.220215	6251.040039
eco:b4464	ygfQ	5255.245117	8068.589844	8276.705078
eco:b1436	yncJ	6765.310059	5801.939941	4879.790039
eco:b1571	ydfA	1467.795044	1357.074951	1499.755005
eco:b1231	tyrT	1859.089966	2194.689941	3817.989990
eco:b3983	rplK	2084.534912	6642.509766	1070.805054
eco:b1078	flgG	3863.879883	5082.584961	6300.634766
eco:b0072	leuC	2768.520020	2892.594971	3245.439941
eco:b2893	dsbC	2580.100098	5744.529785	3138.500000
eco:b2453	eutG	3871.889893	3004.959961	2859.020020
eco:b0142	folK	4650.410156	3524.699951	4235.870117
eco:b0413	nrdR	6749.450195	5083.879883	3252.860107
eco:b1332	ynaJ	8169.674805	6478.810059	9498.724609
eco:b4135	yjdC	4310.890137	5140.515137	5017.890137
eco:b3822	recQ	2750.030029	6694.479980	4848.930176
eco:b3453	ugpB	2808.705078	4556.564941	5166.870117
eco:b1857	znuA	2532.610107	3771.875000	2018.699951
eco:b1560	ydfU	5293.060059	6018.214844	6796.950195
eco:b2171	yeiP	5009.229980	2149.449951	1993.489990
eco:b1939	fliG	7503.259766	2696.810059	4011.610107
eco:b3063	ttdT	5274.700195	5675.250000	6897.709961
eco:b4670	yjeV	2278.050049	1355.339966	1590.344971
eco:b1101	ptsG	5427.870117	2398.199951	1923.680054
eco:b3330	gspI	3185.915039	5947.854980	5478.589844
eco:b1954	dsrA	3074.189941	970.150024	445.540009
eco:b3341	rpsG	3518.320068	18013.429688	3786.010010
eco:b1130	phoP	3557.040039	6810.270020	4913.720215
eco:b2922	yggE	2350.280029	7866.919922	6909.850098
eco:b3179	rlmE	4255.410156	6760.350098	3042.449951
eco:b3744	asnA	3921.810059	2686.689941	3991.550049
eco:b0600	ybdL	4070.770020	4826.080078	5379.310059
eco:b1139	lit	3647.320068	3618.010010	4182.649902
eco:b3893	fdoH	2854.034912	4420.569824	3471.179932
eco:b1713	pheT	3684.304932	8751.570312	4585.234863
eco:b4496	yedS	5513.904785	2348.145020	2672.034912
eco:b3083	higB	3230.655029	3346.864990	4684.004883
eco:b0700	rhsC	1071.560059	5738.160156	6285.459961
eco:b4514	ybfQ	7702.740234	48.990002	55.230000
eco:b0528	ybcJ	9783.165039	3391.050049	5919.314941
eco:b2461	eutP	3031.689941	4035.790039	3865.959961
eco:b2875	yqeB	3692.219971	9625.360352	9554.870117
eco:b4626	ykfN	2221.739990	4241.790039	4629.419922
eco:b1163	bluF	0.000000	0.000000	0.000000
eco:b4282	yjhE	2720.129883	3277.100098	3769.879883
eco:b2624	alpA	1851.079956	7878.080078	6475.759766
eco:b3582	sgbU	0.000000	0.000000	0.000000
eco:b1834	yebT	4615.109863	5107.169922	5670.310059
eco:b2478	dapA	3141.250000	11306.049805	9200.580078
eco:b2064	asmA	5214.680176	3309.610107	3884.330078
eco:b4194	ulaB	3690.290039	4776.370117	3463.590088
eco:b0464	acrR	4331.350098	1763.239990	1415.199951
eco:b2824	ygdB	4607.240234	7749.700195	10164.919922
eco:b3801	aslA	2855.310059	4894.319824	5001.555176
eco:b2236	yfaE	1245.275024	3538.100098	4517.314941
eco:b3540	dppF	5344.089844	2879.995117	3253.875000
eco:b2930	yggF	3485.735107	3959.014893	5758.345215
eco:b0261	mmuM	2895.645020	2728.610107	2804.534912
eco:b0108	ppdD	2917.820068	6209.569824	6595.720215
eco:b3653	gltS	4586.720215	6766.285156	5699.055176
eco:b0820	ybiT	3521.054932	3780.330078	4079.850098
eco:b3786	wecB	0.000000	0.000000	0.000000
eco:b1179	ycgL	2214.090088	1567.194946	1887.295044
eco:b3843	ubiD	3458.639893	5626.970215	5600.410156
eco:b3919	tpiA	3701.254883	5802.935059	4940.865234
eco:b2949	yqgF	4839.299805	4242.990234	3685.689941
eco:b2333	yfcP	3117.245117	9914.240234	14312.879883
eco:b3986	rplL	6224.564941	7903.134766	1990.145020
eco:b1330	ynaI	2162.399902	3994.540039	5823.129883
eco:b2921	ygfI	4066.300049	5249.910156	5046.729980
eco:b1761	gdhA	4624.740234	4078.104980	4261.865234
eco:b2996	hybA	3670.659912	6641.370117	6490.410156
eco:b1095	fabF	4029.260010	4707.990234	2322.040039
eco:b0631	ybeD	3166.739990	7371.520020	6254.705078
eco:b1192	ldcA	3283.320068	4133.580078	5241.029785
eco:b1191	cvrA	3476.989990	6705.040039	7352.799805
eco:b4679	yohP	1594.204956	2544.955078	3000.199951
eco:b1648	ydhL	1237.969971	1716.349976	2098.679932
eco:b2032	wbbK	4478.250000	2016.670044	908.715027
eco:b1251	yciI	4274.549805	6653.419922	6496.580078
eco:b2393	nupC	1428.359985	5312.049805	4600.194824
eco:b1444	patD	0.000000	0.000000	0.000000
eco:b2402	valX	1561.599976	2113.419922	1939.560059
eco:b2847	yqeI	5352.350098	1942.844971	1340.885010
eco:b1863	ruvC	5580.899902	2218.514893	1919.005005
eco:b4668	ibsB	3833.514893	2836.790039	2606.129883
eco:b4669	ilvX	4557.740234	7314.689941	8259.855469
eco:b1202	ycgV	4023.449951	4895.330078	6468.700195
eco:b3313	rplP	4458.430176	6874.944824	1749.614990
eco:b2389	yfeO	4244.100098	4520.450195	5631.240234
eco:b3925	glpX	4987.584961	4749.575195	3925.915039
eco:b0813	rhtA	2366.165039	3136.254883	4390.825195
eco:b1378	pfo	0.000000	0.000000	0.000000
eco:b2563	acpS	4881.560059	1192.880005	1076.119995
eco:b4425	rttR	5928.180176	894.145020	1325.479980
eco:b3137	kbaY	5587.435059	5898.100098	6106.870117
eco:b4638	ttcC	2312.814941	4821.770020	5085.875000
eco:b1242	ychE	2770.959961	4637.629883	5647.145020
eco:b3394	hofN	5685.685059	5322.859863	6209.754883
eco:b0173	dxr	6163.040039	8934.900391	5476.580078
eco:b0755	gpmA	1971.709961	3061.955078	3296.054932
eco:b2854	pbl	1293.010010	3101.830078	2454.629883
eco:b0948	rlmL	3911.149902	6456.604980	4964.884766
eco:b1588	ynfF	3486.800049	6284.680176	4936.270020
eco:b0885	aat	3729.550049	6647.259766	8976.480469
eco:b1874	cutC	4323.464844	4816.520020	7197.390137
eco:b0901	ycaK	4182.834961	3675.754883	4891.654785
eco:b3903	rhaA	2288.229980	3487.100098	2822.790039
eco:b2834	tas	5250.165039	4205.770020	4328.810059
eco:b3309	rplX	2757.300049	8744.230469	1584.339966
eco:b3162	deaD	4273.870117	6014.490234	2224.830078
eco:b1229	tpr	5928.180176	894.145020	1325.479980
eco:b4471	tdcG	4853.779785	2372.959961	2361.610107
eco:b2007	yeeX	3770.459961	1552.430054	1913.869995
eco:b0075	leuL	4569.379883	4542.634766	3664.659912
eco:b1076	flgE	3258.655029	6256.134766	8096.285156
eco:b4306	yjhP	6649.865234	3899.949951	3623.540039
eco:b4183	yjfK	4179.180176	2056.504883	2211.729980
eco:b3047	yqiH	5052.100098	3202.739990	3279.090088
eco:b1392	paaE	7858.879883	4716.520020	7522.325195
eco:b2199	ccmC	1541.880005	6129.720215	7239.529785
eco:b0924	mukB	4072.189941	2614.570068	2389.584961
eco:b1424	opgD	4170.959961	3462.209961	2658.739990
eco:b1362	rzpR	8207.440430	4114.879883	5536.100098
eco:b0028	fkpB	2172.840088	3062.580078	3003.550049
eco:b0098	secA	3908.580078	5879.080078	4190.740234
eco:b0662	ubiF	2524.850098	3259.419922	2606.600098
eco:b0120	speD	3455.850098	6286.439941	5032.640137
eco:b1485	ddpC	3390.344971	9666.964844	12149.620117
eco:b1456	rhsE	5904.180176	2850.429932	3802.959961
eco:b1198	dhaM	1912.005005	6764.959961	4954.459961
eco:b2273	yfbN	4621.839844	4567.189941	4504.740234
eco:b4335	yjiM	2700.030029	6028.140137	7596.410156
eco:b3355	prkB	2871.185059	8135.314941	8759.974609
eco:b1462	yddH	2779.145020	5016.825195	6660.649902
eco:b1121	ycfZ	3955.530029	3577.639893	5278.959961
eco:b1891	flhC	6782.890137	5023.979980	6651.859863
eco:b0171	pyrH	3679.489990	3526.330078	2452.750000
eco:b1985	yeeO	3869.544922	6111.020020	7972.325195
eco:b2718	hycH	6889.009766	6062.089844	6050.669922
eco:b4120	melB	3569.925049	7636.580078	7757.555176
eco:b2183	rsuA	3178.530029	8210.860352	5718.529785
eco:b0719	ybgD	3168.850098	4043.879883	5834.819824
eco:b1500	safA	5328.600098	1270.000000	1660.969971
eco:b2364	dsdC	1755.670044	3490.679932	5288.089844
eco:b0512	allB	3521.465088	2626.425049	3222.040039
eco:b0231	dinB	3809.070068	4240.694824	3369.419922
eco:b1511	lsrK	2950.050049	5022.890137	5564.859863
eco:b4657	yjhZ	2616.364990	8927.254883	9859.315430
eco:b1493	gadB	5192.720215	3719.350098	664.789978
eco:b2214	apbE	2987.570068	6171.819824	6914.294922
eco:b1811	yoaH	7752.745117	5806.939941	6052.424805
eco:b0595	entB	965.450012	5473.399902	5563.879883
eco:b4237	nrdG	4059.044922	2166.665039	1864.045044
eco:b0882	clpA	4182.000000	4669.950195	5513.830078
eco:b3602	yibL	5937.419922	2000.189941	2548.830078
eco:b4548	ypjJ	8599.500000	5356.520020	4688.004883
eco:b4380	yjjI	2189.899902	5189.439941	4440.370117
eco:b3375	frlR	4193.240234	5353.814941	4229.319824
eco:b0296	ykgM	3069.909912	5637.839844	7247.250000
eco:b3061	ttdA	3740.620117	3156.340088	4207.720215
eco:b1706	ydiU	2183.929932	3849.580078	4296.930176
eco:b0702	ybfB	1262.359985	2149.330078	3594.254883
eco:b4452	gadY	5482.814941	5179.109863	2922.504883
eco:b3659	setC	3533.655029	5247.879883	5205.785156
eco:b0533	sfmH	5388.314941	4434.064941	5594.404785
eco:b1384	feaR	2582.620117	4126.120117	5657.899902
eco:b3228	sspB	3823.100098	6196.089844	4439.459961
eco:b2122	yehQ	4933.549805	3828.239990	4504.580078
eco:b4232	fbp	1949.880005	3102.389893	4461.850098
eco:b2671	ygaC	3625.830078	4860.950195	4012.030029
eco:b3270	yhdY	2852.820068	5406.490234	6841.640137
eco:b1602	pntB	4331.350098	9590.629883	9119.719727
eco:b2287	nuoB	4851.875000	9076.365234	3613.489990
eco:b3717	cbrC	2811.524902	8412.370117	10650.559570
eco:b3718	yieK	5806.774902	4692.884766	6360.604980
eco:b4654	yjdQ	4276.854980	4263.504883	3476.080078
eco:b0917	ycaR	4513.830078	3004.129883	4356.450195
eco:b0638	cobC	2671.159912	8113.464844	10027.815430
eco:b3057	bacA	3193.300049	6988.890137	8881.009766
eco:b3684	yidP	4625.100098	3609.489990	4995.959961
eco:b2933	cmtA	2611.044922	7537.955078	11008.839844
eco:b1886	tar	4146.200195	4958.620117	5906.294922
eco:b0581	ybdK	3240.455078	5790.654785	6591.040039
eco:b3078	ygjI	4453.620117	3445.800049	4574.069824
eco:b1888	cheA	5128.500000	3481.415039	3491.600098
eco:b4691	sroH	1268.890015	1494.099976	1224.270020
eco:b1103	hinT	3205.104980	2484.909912	2374.745117
eco:b3032	cpdA	5278.134766	4551.825195	2132.219971
eco:b1719	thrS	3658.090088	12769.299805	3945.760010
eco:b2636	yfjS	8246.929688	3701.709961	7164.100098
eco:b1641	slyB	4095.620117	6177.089844	7316.580078
eco:b2028	ugd	1799.935059	5538.325195	5335.060059
eco:b0230	lafU	3634.229980	1443.349976	1701.030029
eco:b2451	eutA	3636.030029	2568.899902	2661.290039
eco:b3237	argR	4428.129883	1096.640015	1075.079956
eco:b4119	melA	4203.290039	6282.270020	6481.524902
eco:b2124	yehS	2794.159912	3693.485107	3589.530029
eco:b1502	ydeQ	3072.344971	3738.804932	4476.229980
eco:b1640	anmK	3656.354980	3062.469971	4700.839844
eco:b3780	rhlB	3017.794922	4205.560059	2321.540039
eco:b3251	mreB	3207.435059	9300.905273	2997.699951
eco:b3030	parE	1621.410034	5669.459961	4805.399902
eco:b2836	aas	3301.689941	4514.419922	4070.929932
eco:b3498	prlC	2510.090088	4782.120117	4098.049805
eco:b3712	yieE	3259.979980	4611.410156	3605.060059
eco:b3339	tufA	5773.189941	1393.979980	782.059998
eco:b3645	dinD	2651.705078	3080.879883	4448.854980
eco:b2576	srmB	4922.424805	4292.799805	2664.804932
eco:b2139	mdtQ	1288.464966	2693.699951	3257.135010
eco:b1842	holE	4660.294922	5675.029785	5600.884766
eco:b3482	rhsB	4954.250000	3330.659912	3574.770020
eco:b3572	avtA	3960.915039	5610.839844	4615.979980
eco:b0831	gsiC	5315.200195	3386.209961	4665.890137
eco:b4391	yjjK	7004.080078	3908.090088	2299.169922
eco:b3951	pflD	3179.629883	2055.209961	2199.965088
eco:b1581	rspA	3025.679932	6940.839844	7927.600098
eco:b2178	yejB	2869.429932	3313.979980	4569.129883
eco:b3803	hemX	3534.139893	4291.000000	3228.689941
eco:b3215	yhcA	4569.129883	6078.509766	5903.529785
eco:b4179	rnr	3763.520020	4144.384766	2818.725098
eco:b1177	ycgJ	1916.949951	5148.279785	5590.899902
eco:b1832	msrC	0.000000	0.000000	0.000000
eco:b1386	tynA	3995.719971	6935.439941	7572.080078
eco:b2489	hyfI	6058.834961	2976.949951	4114.439941
eco:b3871	typA	4050.530029	7791.109863	2937.909912
eco:b1907	tyrP	5360.029785	6107.740234	8168.990234
eco:b3038	ygiC	7892.410156	5421.609863	2776.080078
eco:b2053	gmd	3018.334961	3492.469971	3754.229980
eco:b0490	fetA	0.000000	0.000000	0.000000
eco:b2434	ypeA	3730.709961	5059.299805	7812.000000
eco:b4370	leuQ	1262.025024	7324.709961	6844.589844
eco:b2794	queF	3537.235107	4963.859863	4983.174805
eco:b2742	nlpD	3926.510010	7477.674805	5890.654785
eco:b0686	ybfF	4003.919922	6169.729980	7086.439941
eco:b2901	bglA	2135.294922	4264.665039	3577.725098
eco:b1575	dicB	1731.069946	1808.520020	2202.770020
eco:b3491	yhiM	5144.805176	7125.714844	5922.375000
eco:b4195	ulaC	5759.794922	6962.285156	6403.055176
eco:b4517	gnsA	4630.459961	2061.169922	2596.584961
eco:b1299	puuR	1431.790039	3846.239990	4578.410156
eco:b1528	ydeA	4738.200195	9376.695312	11809.754883
eco:b1518	lsrG	3722.949951	6885.669922	6192.629883
eco:b0178	skp	4381.589844	3559.449951	1606.719971
eco:b0902	pflA	4706.220215	4029.790039	2707.310059
eco:b0851	nfsA	4953.950195	9789.389648	10240.379883
eco:b1714	pheS	4318.160156	7934.689941	4602.500000
eco:b4096	phnL	4208.245117	2794.665039	2934.239990
eco:b2002	yeeS	3620.580078	5155.839844	5738.549805
eco:b1990	ldtA	0.000000	0.000000	0.000000
eco:b3381	yhfX	5210.125000	5595.319824	6872.375000
eco:b4303	sgcQ	3440.889893	4133.180176	5459.609863
eco:b1390	paaC	5156.350098	4218.839844	7187.615234
eco:b2355	yfdL	2960.929932	2718.219971	4098.049805
eco:b2665	ygaU	6457.294922	4161.970215	5102.865234
eco:b1419	ydcA	4301.950195	1662.030029	3451.699951
eco:b3719	yieL	4435.044922	1410.645020	1917.074951
eco:b3779	gpp	4646.180176	4160.649902	4283.410156
eco:b4259	holC	6147.049805	2887.070068	1765.170044
eco:b3175	secG	6220.450195	3909.209961	4137.354980
eco:b2275	yfbP	3227.364990	3003.715088	2835.959961
eco:b1203	ychF	2596.754883	3465.304932	2901.905029
eco:b2783	mazE	2331.100098	4666.700195	5410.299805
eco:b4476	gntU	4614.459961	5845.720215	6016.395020
eco:b2163	yeiL	4607.464844	4214.839844	4361.919922
eco:b1116	lolC	3560.370117	4066.300049	2972.739990
eco:b4366	bglJ	3054.100098	7480.865234	7487.549805
eco:b2330	prmB	2153.469971	6030.259766	2748.429932
eco:b4142	groS	3178.989990	9352.759766	4889.770020
eco:b3184	yhbE	4916.004883	5343.589844	3246.620117
eco:b2173	yeiR	4210.334961	3040.985107	3439.475098
eco:b0568	nfrA	3643.810059	3450.090088	3387.699951
eco:b4187	aidB	3898.504883	6376.765137	5396.080078
eco:b3248	yhdE	4050.989990	4506.740234	2916.290039
eco:b3208	mtgA	3135.100098	3269.385010	3194.290039
eco:b1835	rsmF	3806.780029	7398.770020	7142.620117
eco:b0338	cynR	4345.390137	5877.350098	5684.310059
eco:b4093	phnO	4548.665039	2296.530029	1983.170044
eco:b0570	cusS	4516.524902	3824.959961	3465.419922
eco:b0623	cspE	3847.090088	1497.969971	731.664978
eco:b3392	hofP	4794.120117	8065.825195	9879.264648
eco:b4420	rdlA	13166.099609	61.380001	340.549988
eco:b1066	rimJ	5093.399902	5017.310059	4297.350098
eco:b1791	yeaN	4053.354980	5710.509766	7533.225098
eco:b1455	yncH	4286.060059	1494.680054	1748.050049
eco:b4013	metA	3122.854980	4480.314941	5282.234863
eco:b1544	ydfK	0.000000	0.000000	0.000000
eco:b3097	yqjC	1491.255005	4873.240234	2859.580078
eco:b0899	ycaM	4457.200195	5047.600098	6581.919922
eco:b3365	nirB	4404.180176	4235.520020	4328.680176
eco:b2397	alaW	395.790009	853.239990	1903.719971
eco:b4025	pgi	6317.649902	6222.419922	3711.659912
eco:b3404	envZ	4225.850098	3810.500000	3336.629883
eco:b2222	atoA	1113.030029	4079.989990	3752.000000
eco:b0650	hscC	3556.489990	5233.799805	6341.200195
eco:b0438	clpX	3405.510010	4132.879883	2759.379883
eco:b1074	flgC	3200.620117	5094.325195	5014.890137
eco:b1580	rspB	4257.084961	6096.540039	6403.634766
eco:b0920	ycbC	4041.830078	3756.405029	4667.625000
eco:b3214	gltF	1589.060059	3400.554932	4495.035156
eco:b2426	ucpA	3168.399902	6011.350098	4859.509766
eco:b0601	ybdM	3561.939941	4654.129883	3584.159912
eco:b1754	ynjB	4345.265137	2835.655029	2434.014893
eco:b2509	xseA	2604.024902	5040.595215	3773.479980
eco:b1232	purU	4378.740234	4322.259766	3872.580078
eco:b1840	yebZ	5784.439941	9032.160156	9010.080078
eco:b1685	ydiH	9100.150391	6764.450195	3090.610107
eco:b1732	katE	4281.515137	4792.169922	5100.915039
eco:b1124	potC	3366.929932	7626.430176	8142.700195
eco:b2895	fldB	2912.030029	5428.229980	3951.020020
eco:b2420	yfeS	2788.330078	3369.145020	4236.379883
eco:b3250	mreC	4089.639893	4333.870117	3259.580078
eco:b3310	rplN	5109.069824	14713.679688	3272.340088
eco:b4468	glcE	2979.729980	2807.989990	3754.899902
eco:b0947	ycbX	5015.529785	5521.790039	8255.209961
eco:b0978	cbdA	0.000000	0.000000	0.000000
eco:b2907	ubiH	6167.040039	2968.679932	1465.359985
eco:b1816	yoaE	1876.849976	4506.879883	3662.074951
eco:b0453	ybaY	2700.780029	2125.989990	2175.659912
eco:b3883	yihV	3721.665039	5064.919922	5318.850098
eco:b1915	yecF	4837.444824	3322.280029	3355.879883
eco:b0639	nadD	4541.944824	7433.745117	6776.615234
eco:b4690	eyeA	3805.530029	2372.229980	1696.969971
eco:b0291	ecpC	0.000000	0.000000	0.000000
eco:b1923	fliC	3129.629883	3441.739990	3191.219971
eco:b2331	smrB	0.000000	0.000000	0.000000
eco:b2959	yggL	6978.109863	5687.290039	3786.159912
eco:b1049	opgH	3890.064941	4069.514893	3883.800049
eco:b3379	php	2988.199951	6695.455078	4934.884766
eco:b4688	ykgS	1513.869995	9014.040039	16809.539062
eco:b0800	ybiB	3884.229980	2969.294922	2191.750000
eco:b3370	frlA	4260.149902	3814.500000	4975.209961
eco:b2748	ftsB	3484.080078	5427.109863	5318.470215
eco:b4192	ulaG	5753.379883	3412.070068	3486.050049
eco:b2934	cmtB	3676.679932	4885.944824	5021.390137
eco:b0761	modE	3129.929932	4666.180176	2951.840088
eco:b3205	yhbJ	3077.010010	2265.199951	1569.739990
eco:b1525	sad	3185.834961	5744.845215	8257.150391
eco:b0913	ycaI	3035.239990	6306.189941	8687.349609
eco:b4488	ilvG	4125.575195	3105.034912	3648.020020
eco:b2267	elaA	11522.655273	8015.314941	6946.859863
eco:b2107	rcnB	0.000000	0.000000	0.000000
eco:b0862	artQ	3488.010010	9183.129883	10272.179688
eco:b0494	tesA	3259.580078	4302.899902	4753.379883
eco:b1145	cohE	1423.670044	6014.339844	4367.220215
eco:b0343	lacY	5518.810059	4812.365234	7082.990234
eco:b3227	dcuD	2209.409912	7614.564941	9256.389648
eco:b3789	rffH	3655.334961	3481.500000	4865.830078
eco:b1830	prc	2545.929932	5864.004883	4439.529785
eco:b0806	mcbA	2970.080078	1318.430054	1572.810059
eco:b3034	nudF	8752.000000	6725.390137	9275.410156
eco:b3087	ygjR	2218.719971	5118.129883	4896.729980
eco:b2072	yegK	5312.390137	3416.850098	5442.964844
eco:b3089	sstT	3307.925049	4484.020020	5726.839844
eco:b3268	yhdW	3038.969971	6406.370117	7013.660156
eco:b3170	rimP	2239.139893	7834.720215	3360.689941
eco:b4451	ryhB	4510.029785	439.359985	522.219971
eco:b3116	tdcC	3734.500000	6192.660156	5106.240234
eco:b4248	yjgH	2132.810059	10077.450195	12206.059570
eco:b1989	asnV	5915.009766	6516.100098	5619.439941
eco:b2888	uacT	0.000000	0.000000	0.000000
eco:b4497	yeeL	3101.645020	6168.049805	6238.935059
eco:b0192	nlpE	6143.279785	5645.330078	4380.910156
eco:b1631	rsxG	7559.834961	3264.854980	2953.179932
eco:b0651	rihA	3151.590088	7892.939941	8021.200195
eco:b1045	ymdB	3496.814941	4783.584961	6566.964844
eco:b1607	ydgC	4739.810059	1548.109985	1510.660034
eco:b2786	barA	4341.040039	4918.020020	5216.839844
eco:b2146	preT	0.000000	0.000000	0.000000
eco:b0664	glnX	1560.290039	474.679993	225.580002
eco:b3371	frlB	4784.649902	3358.620117	2652.750000
eco:b2758	casC	3139.094971	4107.160156	5395.959961
eco:b2911	ssrS	6777.140137	6487.609863	1858.250000
eco:b3305	rplF	5841.819824	17711.050781	3865.560059
eco:b1349	recT	5949.000000	7312.439941	6045.524902
eco:b1007	rutF	2758.610107	1894.060059	1990.520020
eco:b2691	argQ	0.000000	0.000000	0.000000
eco:b3543	dppB	3501.250000	3696.459961	4239.899902
eco:b2054	wcaF	3889.840088	2893.530029	3420.389893
eco:b2058	wcaB	2769.544922	3602.610107	3623.129883
eco:b3277	ileU	0.000000	0.000000	0.000000
eco:b0870	ltaE	3693.284912	3718.935059	3250.635010
eco:b4491	ycgH	3339.574951	4109.834961	4097.410156
eco:b1407	ydbD	5007.160156	4542.370117	4944.169922
eco:b3570	bax	5834.600098	2480.250000	1426.479980
eco:b1491	yddW	3639.899902	5523.540039	5588.200195
eco:b0027	lspA	2547.560059	2576.360107	2366.040039
eco:b2098	yegT	3096.520020	4878.595215	6074.509766
eco:b2632	yfjP	2692.544922	2376.439941	3135.590088
eco:b1836	yebV	7931.910156	3699.439941	5060.100098
eco:b2970	yghF	3093.715088	3748.235107	4917.790039
eco:b2320	pdxB	3424.350098	4756.430176	5393.250000
eco:b1870	cmoA	3548.304932	6513.205078	4705.279785
eco:b2964	nupG	5378.990234	4055.425049	4483.069824
eco:b2713	hydN	4578.390137	5853.799805	4992.649902
eco:b2495	yfgD	4348.790039	2415.415039	3126.560059
